Unnamed: 0,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),ER wait time,Primary Care Provider(PCP),Cluster
12054,555503,ROYAL OAKS MANOR-BRADBURY OAKS,1763 ROYAL OAKS DRIVE,DUARTE,CA,91010,6263519371,Los Angeles,48,44.2,Medicare and Medicaid,4,2,5,4,4.64567,0.11232,84.0,0,2,0,0,6,26,11,95,4,15,FP,Cluster 0
12055,335365,NYACK RIDGE REHABILITATION AND NURSING CENTER,476 CHRISTIAN HERALD ROAD,VALLEY COTTAGE,NY,10989,8452686861,Rockland,160,151.7,Medicare and Medicaid,4,4,3,2,3.21604,0.11356,12.0,0,0,0,0,8,42,16,15,6,22,No,Cluster 3
12056,225270,CARE ONE AT ESSEX PARK,265 ESSEX STREET,BEVERLY,MA,1915,9789273260,Essex,202,175.1,Medicare and Medicaid,3,2,5,3,3.4074,0.10227,60.0,1,0,2,3,9,24,17,15,7,28,PD,Cluster 3
12057,345386,WILKES REGIONAL MEDICAL CTR SN,1370 WEST D STREET,NORTH WILKESBORO,NC,28659,3366518100,Wilkes,10,7.9,Medicare and Medicaid,5,5,4,5,7.71347,0.09046,2.0,0,0,0,0,5,57,13,25,8,11,PD,Cluster 0
12058,345344,PELICAN HEALTH HENDERSON LLC,280 SOUTH  BECKFORD DRIVE,HENDERSON,NC,27536,2524386141,Vance,78,71.3,Medicare and Medicaid,3,3,3,2,3.13172,0.01047,22.0,0,3,0,0,2,31,25,25,4,25,PD,Cluster 2
12059,45236,DES ARC NURSING AND REHABILITATION CENTER,2216 WEST MAIN STREET,DES ARC,AR,72040,8702564194,Prairie,98,58.4,Medicare and Medicaid,2,3,1,3,4.11457,0.08659,58.667,1,1,1,1,8,31,29,72,6,25,No,Cluster 2
12060,105606,NORTHBROOK CENTER FOR REHABILITATION AND HEALING,575 LAMAR AVE,BROOKSVILLE,FL,34601,3527992226,Hernando,120,88.9,Medicare and Medicaid,5,3,5,4,4.19106,0.04001,24.0,0,1,0,0,3,2,23,35,1,27,No,Cluster 2
12061,15414,LAFAYETTE NURSING HOME,555 B STREET SW,LAFAYETTE,AL,36862,3348649371,Chambers,63,54.4,Medicare and Medicaid,1,1,2,3,2.96593,0.00175,132.833,0,1,1,1,3,19,16,34,4,32,GP,Cluster 2
12062,315222,BARNEGAT REHABILITATION AND NURSING CENTER,859 WEST BAY AVE,BARNEGAT,NJ,8005,6096981400,Ocean,115,85.2,Medicare and Medicaid,2,2,3,2,3.5483,0.10785,23.333,1,10,0,0,6,25,29,85,1,25,PD,Cluster 2
12063,335411,SEA CREST NURSING AND REHABILITATION CENTER,3035 WEST 24TH ST,BROOKLYN,NY,11224,7183724500,Kings,320,274.0,Medicare and Medicaid,5,5,5,3,3.24654,0.06271,3.333,2,1,0,0,7,52,13,15,3,29,PD,Cluster 3
12064,335061,UNIVERSITY CENTER FOR REHABILITATION AND NURSING,2505 GRAND AVE,BRONX,NY,10468,7182951400,Bronx,46,44.8,Medicare and Medicaid,4,4,4,2,3.2556,0.12328,8.667,0,0,0,0,7,42,23,15,6,30,PD,Cluster 2
12065,215264,LARKIN CHASE CENTER,15005 HEALTH CENTER DRIVE,BOWIE,MD,20716,3018056070,Prince Georges,120,113.8,Medicare and Medicaid,4,3,5,2,3.5628,0.06844,49.167,3,1,0,0,3,35,20,25,6,29,FP,Cluster 2
12066,676273,PARK MANOR OF THE WOODLANDS,1014 WINDSOR LAKE BOULEVARD,THE WOODLANDS,TX,77384,9362739424,Montgomery,124,116.2,Medicare and Medicaid,2,1,5,1,3.21238,0.0587,112.5,3,4,0,0,9,12,21,76,7,44,FP,Cluster 1
12067,45155,ASH FLAT HEALTHCARE AND REHABILITATION CENTER,66 OZBIRN LANE,ASH FLAT,AR,72513,8709942341,Sharp,105,62.3,Medicare and Medicaid,4,3,5,3,4.06391,0.01625,61.333,0,4,0,0,8,30,16,71,5,29,GER,Cluster 2
12068,39A435,SOUTHEASTERN PENNSYLVANIA VETERAN'S CENTER,ONE VETERANS DRIVE,SPRING CITY,PA,19475,6109482400,Chester,238,216.7,Medicaid,5,4,4,5,4.08651,0.03814,18.0,0,3,0,0,6,40,15,30,3,27,FP,Cluster 3
12069,135143,SERENITY HEALTHCARE,1134 CHENEY DR WEST,TWIN FALLS,ID,83301,2086447100,Twin Falls,60,56.0,Medicare and Medicaid,5,4,5,4,4.30661,0.15704,19.2,0,4,0,0,2,43,14,85,4,10,FP,Cluster 0
12070,26A484,ST LOUIS ALTENHEIM,5408 SOUTH BROADWAY,SAINT LOUIS,MO,63111,3143537225,St. Louis City,14,9.8,Medicaid,4,3,4,5,6.5532900000000005,0.01353,46.0,1,0,0,0,3,35,15,30,8,18,GP,Cluster 0
12071,265471,BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE,631 WEST MAIN STREET,BUFFALO,MO,65622,4173455422,Dallas,60,46.5,Medicare and Medicaid,3,3,2,3,3.46225,0.04974,40.0,1,8,0,0,4,34,27,65,7,32,FP,Cluster 2
12072,105571,PALM GARDEN OF GAINESVILLE,227 SW 62ND BLVD,GAINESVILLE,FL,32607,3523310601,Alachua,150,144.0,Medicare and Medicaid,3,2,5,3,4.08365,0.09651,40.667,0,0,0,0,3,20,19,35,7,29,No,Cluster 3
12073,415035,HOPKINS MANOR LTD,610 SMITHFIELD ROAD,NORTH PROVIDENCE,RI,2904,4013536300,Providence,200,169.1,Medicare and Medicaid,3,3,3,3,3.3387,0.01573,12.0,3,0,0,0,4,33,21,25,3,26,No,Cluster 3
12074,225436,"BOSTONIAN NURSING CARE & REHABILITATION CTR, THE",337 NEPONSET AVENUE,DORCHESTER,MA,2122,6172652350,Suffolk,121,113.3,Medicare and Medicaid,2,1,5,3,3.75785,0.13030999999999998,89.5,1,0,1,1,6,17,16,25,3,32,FP,Cluster 2
12075,465085,EMERY COUNTY CARE AND REHABILITATION CENTER,455 WEST MILL ROAD,FERRON,UT,84523,4353842301,Emery,51,23.9,Medicare and Medicaid,5,3,5,4,4.25766,0.0,48.0,0,0,0,0,4,2,15,85,8,31,FP,Cluster 2
12076,315429,CLOVER REST HOME,28 WASHINGTON STREET,COLUMBIA,NJ,7832,9084964307,Warren,33,32.8,Medicare and Medicaid,5,5,5,4,3.4534199999999995,0.0,0.0,0,0,0,0,9,2,22,75,4,32,No,Cluster 2
12077,55240,WATSONVILLE NURSING CENTER,535 AUTO CENTER DRIVE,WATSONVILLE,CA,95076,8317240875,Santa Cruz,87,77.2,Medicare and Medicaid,4,3,5,2,3.63315,0.05175,67.333,2,0,0,0,8,36,21,92,4,29,PD,Cluster 2
12078,55557,CREEKSIDE CARE CENTER,35253 AVENUE H,YUCAIPA,CA,92399,9097952476,San Bernardino,59,62.4,Medicare and Medicaid,2,1,5,1,2.4997700000000003,0.0,203.5,12,10,0,0,9,9,34,95,7,43,No,Cluster 1
12079,105685,MENORAH HOUSE,9945 CENTRAL PARK BLVD N,BOCA RATON,FL,33428,5614830498,Palm Beach,120,104.7,Medicare and Medicaid,5,3,5,5,4.25372,0.06327,26.0,0,0,1,1,5,32,14,35,8,12,No,Cluster 0
12080,355048,PRINCE OF PEACE CARE CENTER,201 8TH ST N,ELLENDALE,ND,58436,7013493312,Dickey,53,50.9,Medicare and Medicaid,4,4,4,4,3.6087,0.00807,17.333,0,0,0,0,7,46,21,55,4,27,PD,Cluster 2
12081,115467,UNIVERSITY NURSING & REHAB CTR,180 EPPS BRIDGE RD,ATHENS,GA,30606,7065495382,Clarke,122,97.8,Medicare and Medicaid,1,2,1,2,3.75767,0.02371,23.333,0,1,0,0,7,27,24,35,6,30,No,Cluster 2
12082,235452,REGENCY HEIGHTS-DETROIT,19100 WEST SEVEN MILE ROAD,DETROIT,MI,48219,3135335002,Wayne,194,154.8,Medicare and Medicaid,3,2,5,2,3.98883,0.0965,127.333,8,31,0,0,3,29,22,45,5,44,PD,Cluster 1
12083,195439,"FARMERVILLE NURSING AND REHABILITATION CENTER, LLC",813 N MAIN ST,FARMERVILLE,LA,71241,3183682256,Union,117,89.5,Medicare and Medicaid,1,1,2,2,3.5409300000000004,0.055520000000000014,63.833,0,3,0,0,3,15,23,75,3,32,No,Cluster 2
12084,245272,MARTIN LUTHER CARE CENTER,1401 EAST 100TH STREET,BLOOMINGTON,MN,55425,9528887751,Hennepin,137,130.4,Medicare and Medicaid,3,2,3,5,4.70231,0.16061,47.333,3,1,0,0,9,27,25,55,7,31,FP,Cluster 2
12085,285119,DUNKLAU GARDENS,450 EAST 23RD STREET,FREMONT,NE,68025,4027211610,Dodge,106,95.1,Medicare and Medicaid,5,3,5,4,3.76402,0.05293,32.0,0,2,0,0,4,37,15,65,1,14,FP,Cluster 0
12086,366331,SIENNA SKILLED NURSING & REHABILITATION,250 CADIZ ROAD,WINTERSVILLE,OH,43953,7402645245,Jefferson,88,77.7,Medicare and Medicaid,2,1,5,2,3.22633,0.02113,122.667,0,10,0,0,6,12,33,46,3,36,FP,Cluster 1
12087,265345,LIFE CARE CENTER OF BRIDGETON,12145 BRIDGETON SQUARE DR,BRIDGETON,MO,63044,3142987444,St. Louis,91,81.1,Medicare and Medicaid,1,1,3,2,3.2960800000000003,0.13908,175.0,1,11,2,3,3,12,29,65,4,35,FP,Cluster 1
12088,265694,SALT RIVER COMMUNITY CARE,"142 SHELBY PLAZA ROAD, PO BOX 529",SHELBINA,MO,63468,5735884175,Shelby,120,66.9,Medicare and Medicaid,4,3,2,4,4.41488,0.01365,45.333,3,1,0,0,5,34,27,65,9,32,PD,Cluster 2
12089,45371,"WESTWOOD HEALTH AND REHAB, INC",802 S WEST END STREET,SPRINGDALE,AR,72764,4797561600,Washington,85,63.0,Medicare and Medicaid,1,1,4,3,3.76264,0.01382,191.0,0,4,2,2,4,17,26,73,8,33,FP,Cluster 1
12090,395164,ST JOHN SPECIALTY CARE CENTER,P O BOX 928  500 WITTENBERG WAY,MARS,PA,16046,7246251571,Butler,268,172.2,Medicare and Medicaid,2,2,3,3,4.03702,0.0641,59.333,0,14,0,0,7,20,19,15,6,23,PD,Cluster 3
12091,395431,MAJESTIC OAKS REHABILITATION AND NURSING CENTER,333 NEWTOWN ROAD,WARMINSTER,PA,18974,2156729082,Bucks,180,145.8,Medicare and Medicaid,2,2,3,2,3.15078,0.06214,72.667,0,0,0,0,2,21,13,15,3,21,FP,Cluster 3
12092,65276,LIFE CARE CENTER OF EVERGREEN,2987 BERGEN PEAK DR,EVERGREEN,CO,80439,3036744500,Jefferson,120,74.8,Medicare and Medicaid,3,2,4,4,3.72889,0.12888,58.667,0,4,0,0,3,27,18,82,6,29,FP,Cluster 2
12093,65393,ADVANCED HEALTH CARE OF AURORA,1800 S POTOMAC ST,AURORA,CO,80012,7202131700,Arapahoe,54,48.5,Medicare,5,4,5,4,5.8443,0.35882,27.333,0,4,0,0,7,48,13,83,3,19,GP,Cluster 0
12094,56458,GREENFIELD CARE CENTER OF SOUTH GATE,8455 STATE STREET,SOUTH GATE,CA,90280,3235647761,Los Angeles,99,89.3,Medicare and Medicaid,2,1,5,3,3.82781,0.08661,142.0,2,3,3,3,3,18,20,94,8,35,No,Cluster 1
12095,55640,SPRING HILL MANOR,355 JOERSCHKE DR,GRASS VALLEY,CA,95945,5302737247,Nevada,86,72.6,Medicare and Medicaid,5,4,5,3,4.18027,0.0853,44.667,5,0,0,0,5,41,13,96,4,12,No,Cluster 0
12096,55964,FRIENDSHIP MANOR NURSING & REHAB CENTER,902 SOUTH EUCLID AVENUE,NATIONAL CITY,CA,91950,6197917700,San Diego,104,100.0,Medicare and Medicaid,5,4,5,4,4.67336,0.15125999999999998,49.333,1,4,0,0,6,46,11,99,4,15,No,Cluster 0
12097,35247,MARYLAND GARDENS CARE CENTER,31 WEST MARYLAND AVENUE,PHOENIX,AZ,85013,6022657484,Maricopa,8,45.9,Medicare and Medicaid,2,1,5,3,3.12668,0.00119,59.333,2,0,0,0,6,11,20,82,7,33,No,Cluster 2
12098,235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,2589 44TH ST SE,GRAND RAPIDS,MI,49512,6166432500,Kent,58,52.1,Medicare and Medicaid,5,3,5,5,4.45569,0.03375,69.667,4,7,2,3,6,34,12,45,4,16,FP,Cluster 0
12099,395916,KIRKLAND VILLAGE,2335 MADISON AVENUE,BETHLEHEM,PA,18017,6106914500,Northampton,60,57.3,Medicare,5,5,3,4,4.18863,0.1435,6.667000000000002,0,0,0,0,6,51,16,15,1,19,FP,Cluster 0
12100,235490,MEDILODGE OF MT PLEASANT,1524 PORTABELLA RD,MOUNT PLEASANT,MI,48858,9897722967,Isabella,104,58.7,Medicare and Medicaid,4,2,5,5,4.52456,0.04252,121.0,13,12,2,3,9,25,23,45,9,30,GP,Cluster 1
12101,165379,EDGEWOOD CONVALESCENT HOME,513 BELL STREET,EDGEWOOD,IA,52042,5639286461,Clayton,58,55.4,Medicare and Medicaid,4,4,4,3,2.85095,0.01247,11.333,0,0,0,0,5,48,17,55,7,26,PD,Cluster 2
12102,105980,LAKESIDE NURSING AND REHABILITATION CENTER,11411 ARMSDALE ROAD,JACKSONVILLE,FL,32218,9047143793,Duval,122,111.7,Medicare and Medicaid,5,5,4,3,4.052,0.09192,2.667,0,0,0,0,9,50,15,35,8,18,FP,Cluster 0
12103,105470,FERNANDINA BEACH REHABILITATION AND NURSING CENTER,1625 LIME STREET,FERNANDINA BEACH,FL,32034,9042610771,Nassau,120,103.5,Medicare and Medicaid,5,5,3,2,2.81,0.05474,10.667,0,1,0,0,9,58,18,35,7,31,FP,Cluster 2
12104,375359,GLENHAVEN RETIREMENT VILLAGE,3003 IOWA,CHICKASHA,OK,73023,4052240909,Grady,120,79.2,Medicare and Medicaid,3,4,3,1,2.93235,0.0,25.333,0,2,0,0,4,2,25,75,5,33,GER,Cluster 2
12105,455486,ENNIS CARE CENTER,1200 S HALL ST,ENNIS,TX,75119,9728759051,Ellis,155,94.2,Medicare and Medicaid,1,1,3,3,3.62597,0.01151,122.5,3,4,0,0,9,16,22,75,8,30,PD,Cluster 1
12106,185320,LIFE CARE CENTER OF LA CENTER,252 W. 5TH STREET,LA CENTER,KY,42056,2706655681,Ballard,70,51.6,Medicare and Medicaid,3,3,2,3,3.70131,0.03386,18.0,0,0,0,0,2,37,27,45,7,31,No,Cluster 2
12107,315271,CARNEYS POINT REHABILITATION AND NURSING CENTER,201 FIFTH AVENUE,CARNEYS POINT,NJ,8069,8562996800,Salem,161,133.7,Medicare and Medicaid,4,3,5,3,3.90967,0.03658,15.333,0,4,1,1,8,39,20,85,7,22,GP,Cluster 2
12108,555268,SPRING LAKE VILLAGE,5555 MONTGOMERY DRIVE,SANTA ROSA,CA,95409,7075388400,Sonoma,70,56.8,Medicare,5,4,5,5,5.22172,0.24557,38.0,1,0,0,0,7,42,10,95,6,16,PD,Cluster 0
12109,365094,MENORAH PARK CENTER FOR SENIOR,27100 CEDAR RD,BEACHWOOD,OH,44122,2168316500,Cuyahoga,355,342.5,Medicare and Medicaid,4,4,3,4,3.86985,0.17932,18.0,0,0,0,0,2,48,16,45,9,23,PD,Cluster 3
12110,676234,THE VILLAGE AT GLEANNLOCH FARMS,9505 NORTH POINTE BLVD,SPRING,TX,77379,2815692999,Harris,35,29.0,Medicare,4,3,4,4,4.38999,0.35666,56.0,0,1,0,1,2,33,16,76,3,15,PD,Cluster 0
12111,395821,LITTLE FLOWER MANOR,1201 SPRINGFIELD ROAD,DARBY,PA,19023,6105346000,Delaware,127,106.1,Medicare and Medicaid,5,5,5,4,3.93767,0.0994,0.0,0,0,0,0,6,59,13,15,8,19,No,Cluster 0
12112,165280,BETTENDORF HEALTH CARE CENTER,2730 CROW CREEK ROAD,BETTENDORF,IA,52722,5633327463,Scott,86,59.5,Medicare and Medicaid,1,1,4,2,2.8681400000000004,0.00428,79.167,1,13,3,3,5,18,20,55,8,42,PD,Cluster 1
12113,375374,"GOLDEN AGE NURSING HOME OF GUTHRIE, LLC",419 EAST OKLAHOMA,GUTHRIE,OK,73044,4052826285,Logan,125,114.9,Medicare and Medicaid,4,3,3,4,3.77786,0.02114,45.333,0,1,0,0,4,37,23,75,7,32,PD,Cluster 2
12114,45248,SOUTHFORK RIVER THERAPY AND LIVING,624 HWY 62/412 WEST,SALEM,AR,72576,8708953817,Fulton,84,73.7,Medicare and Medicaid,5,5,5,3,3.84428,0.00706,24.0,1,1,0,0,8,58,14,72,8,19,FP,Cluster 0
12115,105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,9417473706,Manatee,208,156.0,Medicare and Medicaid,4,3,5,3,4.10199,0.12358,32.667,0,6,1,1,9,31,18,35,4,20,PD,Cluster 3
12116,185442,NAZARETH HOME CLIFTON,2120 PAYNE STREET,LOUISVILLE,KY,40206,5028959425,Jefferson,101,85.9,Medicare and Medicaid,5,4,5,4,4.79346,0.10765,16.667,0,0,0,0,5,47,16,45,4,14,FP,Cluster 0
12117,315137,BARN HILL CARE CENTER,249 HIGH STREET,NEWTON,NJ,7860,9733835600,Sussex,154,130.1,Medicare and Medicaid,5,3,5,4,3.62429,0.0738,16.667,0,0,1,1,9,36,13,75,3,19,PD,Cluster 0
12118,676049,LEGEND HEALTHCARE AND REHABILITATION - PARIS,520 SE 8TH ST,PARIS,TX,75460,9037379820,Lamar,120,62.7,Medicare and Medicaid,1,2,4,1,3.08295,0.08814,70.0,1,4,0,0,9,20,29,76,4,27,FP,Cluster 2
12119,105546,TERRA VISTA REHAB AND HEALTH CENTER,1730 LUCERNE TERRACE,ORLANDO,FL,32806,4074231612,Orange,115,106.1,Medicare and Medicaid,5,4,5,4,4.14375,0.06451,13.333,0,0,0,0,4,41,13,35,4,17,FP,Cluster 0
12120,315202,LOPATCONG CENTER,390 RED SCHOOL LANE,PHILLIPSBURG,NJ,8865,9088590200,Warren,153,136.3,Medicare and Medicaid,4,3,5,3,3.15973,0.0527,16.0,0,0,0,0,9,31,19,85,1,29,GP,Cluster 2
12121,185205,SIGNATURE HEALTHCARE OF CARROLLTON REHAB & WELLNES,1206 ELEVENTH STREET,CARROLLTON,KY,41045,5027326683,Carroll,78,67.8,Medicare and Medicaid,1,2,1,3,3.28476,0.04131,54.667,1,0,1,1,5,22,27,45,5,27,FP,Cluster 2
12122,445099,"NHC HEALTHCARE, ATHENS",1204 FRYE ST,ATHENS,TN,37303,4237450434,Mc Minn,86,74.7,Medicare and Medicaid,4,4,4,3,4.1299800000000015,0.17717,4.667,0,0,0,0,4,41,14,35,9,18,FP,Cluster 0
12123,445314,LIFE CARE CENTER OF MORRISTOWN,501 WEST ECONOMY ROAD,MORRISTOWN,TN,37814,4235815435,Hamblen,161,104.7,Medicare and Medicaid,5,5,2,2,3.30416,0.08342000000000001,5.332999999999998,0,0,0,0,4,53,21,35,1,26,FP,Cluster 2
12124,366051,OAKS AT NORTHPOINTE,3291 NORTHPOINTE DRIVE,ZANESVILLE,OH,43701,7404523000,Muskingum,75,70.4,Medicare and Medicaid,2,2,3,2,3.59554,0.02882,71.0,0,6,2,2,7,25,24,46,5,29,FP,Cluster 2
12125,265595,SHANGRI-LA REHAB & LIVING CENTER,930 NE DUNCAN ROAD,BLUE SPRINGS,MO,64014,8162296677,Jackson,120,81.4,Medicare and Medicaid,2,2,3,2,2.66541,0.0071,72.0,0,0,0,0,8,26,22,65,9,28,PD,Cluster 2
12126,115463,"WESTBURY MCDONOUGH, LLC",198 HAMPTON STREET,MCDONOUGH,GA,30253,7709579081,Henry,210,142.3,Medicare and Medicaid,4,3,5,2,3.82954,0.050210000000000005,14.0,0,2,0,0,7,38,18,35,6,21,FP,Cluster 3
12127,435132,AURORA BRULE NURSING HOME INC,408 SOUTH JOHNSTON STREET,WHITE LAKE,SD,57383,6052492216,Aurora,19,30.5,Medicare and Medicaid,4,2,5,4,3.63394,0.0,46.667,2,0,1,1,6,8,19,55,3,30,FP,Cluster 2
12128,366237,WADSWORTH POINTE,540 GREAT OAKS TRAIL,WADSWORTH,OH,44281,3303361141,Medina,64,57.2,Medicare and Medicaid,5,5,5,2,3.31116,0.08055,2.0,0,0,0,0,3,53,15,46,3,18,FP,Cluster 0
12129,45243,THE PINES NURSING AND REHABILITATION CENTER,524 CARPENTER DAM ROAD,HOT SPRINGS,AR,71901,5012624124,Garland,125,99.8,Medicare and Medicaid,1,1,3,3,4.1935699999999985,0.10385,140.167,2,9,2,2,5,11,33,72,3,35,GP,Cluster 1
12130,105436,MANORCARE HEALTH SERVICES DUNEDIN,870 PATRICIA AVE,DUNEDIN,FL,34698,7277348861,Pinellas,120,107.5,Medicare and Medicaid,5,4,5,5,4.0408300000000015,0.14190999999999998,14.667,0,2,1,1,7,40,16,35,3,15,FP,Cluster 0
12131,15437,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T",401 ARNOLD STREET N.E.,CULLMAN,AL,35055,2567394409,Cullman,102,91.1,Medicare and Medicaid,4,3,4,4,4.44275,0.028010000000000004,16.667,0,0,0,0,2,34,18,34,7,31,FP,Cluster 2
12132,245490,OAK HILLS LIVING CENTER,1314 EIGHTH STREET NORTH,NEW ULM,MN,56073,5073592026,Brown,94,88.9,Medicare and Medicaid,5,3,5,5,4.81152,0.03962,34.667,3,0,0,0,5,38,14,55,9,12,FP,Cluster 0
12133,345137,THE LODGE AT ROCKY MOUNT HEALTH AND REHABILITATION,3322 VILLAGE ROAD,ROCKY MOUNT,NC,27804,2524424156,Edgecombe,100,92.0,Medicare and Medicaid,3,4,4,1,3.50889,0.0675,8.667,0,2,0,0,2,45,27,25,3,30,FP,Cluster 2
12134,265775,COMMUNITY CARE CENTER OF LEMAY INC,9353 SOUTH  BROADWAY,SAINT LOUIS,MO,63125,3146310540,St. Louis,60,52.3,Medicare and Medicaid,1,2,4,1,2.76096,0.02116,71.333,0,0,0,0,3,27,17,65,7,31,PD,Cluster 2
12135,335730,ST ANNS COMMUNITY,920 CHERRY RIDGE BLVD,WEBSTER,NY,14580,5856976800,Monroe,72,70.8,Medicare and Medicaid,5,4,5,4,4.58485,0.05769,10.0,0,0,0,0,5,45,15,15,3,18,PD,Cluster 0
12136,225342,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,1247,4136644041,Berkshire,119,93.5,Medicare and Medicaid,3,3,4,3,3.20608,0.04748,29.333,0,2,0,0,4,32,18,15,4,31,PD,Cluster 2
12137,115498,"PRESBYTERIAN HOME, QUITMAN, IN",1901 WEST SCREVEN STREET,QUITMAN,GA,31643,2292636100,Brooks,188,176.6,Medicare and Medicaid,3,3,3,2,3.79266,0.02974,14.667,0,0,0,0,2,37,16,35,9,20,PD,Cluster 3
12138,555671,TERRACE VIEW CARE CENTER,201 EAST BASTANCHURY,FULLERTON,CA,92835,7148700060,Orange,59,52.4,Medicare and Medicaid,5,4,5,2,4.7018,0.65433,30.667,1,1,0,0,7,47,16,95,7,10,GP,Cluster 0
12139,676003,AZLE MANOR HEALTH CARE AND REHABILITATION,721 DUNAWAY LN,AZLE,TX,76020,8174442536,Tarrant,142,119.7,Medicare and Medicaid,3,4,2,1,3.22894,0.03642,30.0,3,1,1,1,8,42,22,76,1,31,FP,Cluster 2
12140,265513,ABC HEALTH CARE,307 EAST SOUTH STREET,HARRISONVILLE,MO,64701,8163807399,Cass,60,55.5,Medicare and Medicaid,1,1,4,2,2.52847,0.00985,116.167,3,4,1,1,8,15,28,65,5,36,GP,Cluster 1
12141,235661,STONEGATE HEALTH CAMPUS,2525 DEMILLE ROAD,LAPEER,MI,48446,8102459300,Lapeer,80,70.6,Medicare and Medicaid,3,2,2,4,4.45645,0.08316,134.0,1,22,4,5,8,24,34,45,6,38,PD,Cluster 1
12142,365406,PLEASANT VIEW HEALTH CARE CENTER,401 SNYDER AVE,BARBERTON,OH,44203,3307456028,Summit,121,108.2,Medicare and Medicaid,5,4,5,2,3.5749,0.0,20.667,0,1,0,0,3,13,24,45,1,25,No,Cluster 2
12143,335840,MEDFORD MULTICARE CENTER FOR LIVING,3115 HORSEBLOCK ROAD,MEDFORD,NY,11763,6317303000,Suffolk,320,305.0,Medicare and Medicaid,3,2,5,2,3.80433,0.04244,35.333,7,2,0,1,6,28,18,15,4,27,PD,Cluster 3
12144,265761,LINCOLN COMMUNITY CARE CENTER,205 TIMBERLINE DRIVE,LINCOLN,MO,65338,6605473322,Benton,66,62.6,Medicare and Medicaid,3,3,4,2,2.71925,0.016880000000000003,45.333,4,0,0,1,6,37,29,65,6,30,PD,Cluster 2
12145,366240,WESTERN RESERVE MASONIC COMM,4931 NETTLETON ROAD,MEDINA,OH,44256,3307213000,Medina,50,44.8,Medicare and Medicaid,5,4,5,3,3.79164,0.0395,18.0,0,0,1,1,3,47,11,46,4,15,No,Cluster 0
12146,395393,EPWORTH HEALTHCARE AND REHABILITATION CENTER,951 WASHINGTON AVENUE,TYRONE,PA,16686,8146840320,Blair,102,96.2,Medicare and Medicaid,1,1,4,2,3.31275,0.08591,183.333,1,18,0,0,8,13,29,15,9,30,PD,Cluster 1
12147,335332,EGER HEALTH CARE AND REHABILITATION CENTER,140 MEISNER AVENUE,STATEN ISLAND,NY,10306,7189791800,Richmond,378,355.0,Medicare and Medicaid,5,4,5,3,3.68766,0.09996,7.332999999999998,0,0,0,0,7,46,18,15,3,23,No,Cluster 3
12148,345130,ACCORDIUS HEALTH AT CONCORD,515 LAKE CONCORD ROAD NE,CONCORD,NC,28025,7047844494,Cabarrus,120,95.8,Medicare and Medicaid,1,1,3,2,2.99322,0.03918,157.667,1,12,2,3,7,19,20,25,3,32,FP,Cluster 1
12149,75252,WESTSIDE CARE CENTER,349 BIDWELL STREET,MANCHESTER,CT,6040,8606479191,Hartford,162,151.3,Medicare and Medicaid,2,2,4,2,2.9933,0.02559,56.667,3,5,1,1,8,29,13,62,5,22,FP,Cluster 3
12150,155508,TRANSCENDENT HEALTHCARE OF BOONVILLE,725 S SECOND ST,BOONVILLE,IN,47601,8128971375,Warrick,102,72.0,Medicare and Medicaid,1,1,1,1,2.84724,0.0,207.667,0,34,2,2,8,13,24,45,7,35,No,Cluster 1
12151,135145,ADVANCED HEALTH CARE OF LEWISTON,2852 JUNIPER DRIVE,LEWISTON,ID,83501,2087487700,Nez Perce,34,30.0,Medicare,5,5,5,4,5.65648,0.20259,16.8,0,0,0,0,2,56,15,85,4,18,PD,Cluster 0
12152,105454,MANORCARE HEALTH SERVICES SARASOTA,5511 SWIFT ROAD,SARASOTA,FL,34231,9419217462,Sarasota,178,138.9,Medicare and Medicaid,2,1,5,3,3.86232,0.08266,147.0,0,1,1,1,9,18,18,35,5,24,PD,Cluster 3
12153,105444,WILLOWBROOKE COURT AT AZALEA TRACE,10100 HILLVIEW DR,PENSACOLA,FL,32514,8504785200,Escambia,82,53.6,Medicare and Medicaid,5,5,4,5,4.66244,0.21233,6.0,0,0,0,0,8,56,11,35,4,15,No,Cluster 0
12154,145760,HERITAGE HEALTH-ROBINSON,600 EAST ROBINWOOD DRIVE,ROBINSON,IL,62454,6185443192,Crawford,67,44.7,Medicare and Medicaid,3,3,2,3,3.1774,0.00626,42.667,0,0,0,0,6,2,19,65,6,33,FP,Cluster 2
